date,pm25,pm10,o3,no2,so2,co
12/10/2014,175,93,30,29,22,8
12/9/2014,200,76,35,26,20,12
12/8/2014,223,98,35,37,30,28
12/7/2014,162,108,80,40,39,17
12/6/2014,166,96,50,36,20,14
12/5/2014,193,91,47,42,34,16
12/4/2014,197,115,64,48,36,19
12/3/2014,156,101,137,35,25,16
12/2/2014,157,87,29,33,28,13
12/1/2014,125,104,135,29,33,15
11/30/2014,137,88,45,20,16,9
11/29/2014,148,53,31,29,15,18
11/28/2014,155,49,28,27,15,27
11/27/2014,131,59,36,30,15,21
11/26/2014,173,43,34,28,18,16
11/25/2014,191,68,32,29,25,18
11/24/2014,115,59,31,25,16,15
11/23/2014,337,28,28,23,15,17
11/22/2014,233,159,40,41,20,29
11/21/2014,230,162,64,58,38,20
11/20/2014,191,170,52,67,45,22
11/19/2014,185,135,61,57,46,18
11/18/2014,180,127,61,56,37,15
11/17/2014,188,110,60,53,37,23
11/16/2014,213,94,61,35,24,12
11/15/2014,187,120,49,45,21,14
11/14/2014,181,106,34,42,30,12
11/13/2014,160,118,54,53,42,16
11/12/2014,140,116,55,46,25,15
11/11/2014,175,78,47,31,19,9
11/10/2014,165,95,101,38,28,16
11/9/2014,140,71,32,31,19,11
11/8/2014,160,58,36,30,16,10
11/7/2014,167,56,41,25,15,9
11/6/2014,164,86,45,36,22,15
11/5/2014,169,94,66,46,25,18
11/4/2014,167,83,37,44,34,12
11/3/2014,147,100,61,50,33,14
11/2/2014,115,104,57,40,29,15
11/1/2014,203,65,52,18,19,7
10/31/2014,179,93,58,24,23,13
10/30/2014,91,76,39,25,17,15
10/29/2014,156,25,31,21,14,11
10/28/2014,184,45,40,23,19,15
10/27/2014,250,91,44,30,23,21
10/26/2014,227,154,67,28,17,16
10/25/2014,195,270,92,64,39,22
10/24/2014,210,177,91,61,32,19
10/23/2014,178,191,89,61,35,22
10/22/2014,170,118,76,50,28,19
10/21/2014,144,82,62,39,19,14
10/20/2014,269,53,51,20,13,13
10/19/2014,229,191,106,54,28,19
10/18/2014,245,207,100,63,38,18
10/17/2014,244,204,52,73,30,21
10/16/2014,229,168,71,56,27,18
10/15/2014,194,170,59,73,36,20
10/14/2014,166,152,122,69,23,16
10/13/2014,157,94,85,35,19,12
10/12/2014,211,88,59,19,12,8
10/11/2014,165,129,89,20,15,10
10/10/2014,166,92,97,35,16,13
10/9/2014,184,103,101,42,21,15
10/8/2014,174,152,124,62,28,19
10/7/2014,173,111,124,47,37,16
10/6/2014,224,113,109,46,31,19
10/5/2014,207,133,93,26,24,16
10/4/2014,161,158,103,31,16,13
10/3/2014,158,112,102,41,27,14
10/2/2014,150,111,85,46,26,15
10/1/2014,184,72,70,27,13,12
9/30/2014,119,75,56,29,22,17
9/29/2014,116,51,60,16,11,11
9/28/2014,176,45,61,15,16,11
9/27/2014,179,108,103,25,24,12
9/26/2014,260,150,97,42,28,15
9/25/2014,173,108,90,43,21,14
9/24/2014,123,109,70,42,20,18
9/23/2014,118,72,105,24,12,10
9/22/2014,141,64,72,24,23,8
9/21/2014,155,67,76,32,28,17
9/20/2014,222,90,96,42,20,17
9/19/2014,167,59,90,33,12,12
9/18/2014,60,30,50,19,16,12
9/17/2014,126,20,33,17,9,10
9/16/2014,109,66,68,18,11,11
9/15/2014,121,55,82,24,16,14
9/14/2014,136,56,42,21,10,13
9/13/2014,113,71,71,31,15,13
9/12/2014,175,35,45,15,9,8
9/11/2014,163,59,41,26,15,12
9/10/2014,155,82,78,28,26,12
9/9/2014,147,77,46,24,21,16
